date,Upper BBand,Middle BBand,Lower BBand,EMA,RSI,SMA,MACD,MACD Signal,Closing Price
2021-02-22 19:00:00,213.5519,200.387,187.2221,200.1235,37.7772,200.387,-5.4655,-4.6303,188.8
2021-02-22 18:00:00,214.9985,201.3153,187.6321,200.9044,37.5205,201.3153,-5.4294,-4.4215,188.5
2021-02-22 17:00:00,217.0307,202.4087,187.7867,201.7599,37.5205,202.4087,-5.2737,-4.1695,188.5
2021-02-22 16:00:00,218.5246,203.4716,188.4186,202.6743,37.2383,203.4716,-4.9983,-3.8934,188.15
2021-02-22 15:00:00,219.318,204.4744,189.6309,203.676,37.8619,204.4744,-4.5385,-3.6172,189.47
2021-02-22 14:00:00,219.9573,205.4261,190.8949,204.6557,39.2981,205.4261,-4.02,-3.3869,192.45
2021-02-22 13:00:00,219.9529,206.0744,192.196,205.4975,41.0456,206.0744,-3.6032,-3.2286,195.91
2021-02-22 12:00:00,220.3067,206.6774,193.0482,206.1587,41.8356,206.6774,-3.371,-3.135,197.43
2021-02-22 11:00:00,220.4743,207.1631,193.8519,206.7607,41.3835,207.1631,-3.1804,-3.076,196.8
2021-02-22 10:00:00,220.9044,207.8031,194.7019,207.4476,46.888,207.8031,-2.8267,-3.0499,206.645
2021-02-22 09:00:00,221.774,208.1816,194.5892,207.503,40.9968,208.1816,-3.3365,-3.1057,199.0
2021-02-22 08:00:00,222.1799,208.7486,195.3173,208.0894,41.58,208.7486,-3.1603,-3.048,200.0
2021-02-22 07:00:00,222.551,209.2819,196.0129,208.6473,42.1597,209.2819,-2.9913,-3.0199,201.0
2021-02-19 20:00:00,223.0086,209.8193,196.63,209.1747,43.8438,209.8193,-2.8338,-3.0271,203.85
2021-02-19 19:00:00,223.5832,210.2846,196.986,209.5419,43.8438,210.2846,-2.8818,-3.0754,203.85
2021-02-19 18:00:00,223.7473,210.614,197.4807,209.9345,43.8956,210.614,-2.9012,-3.1238,203.94
2021-02-19 17:00:00,223.83,210.912,197.994,210.3479,43.9234,210.912,-2.8929,-3.1794,203.99
2021-02-19 16:00:00,224.3311,211.3969,198.4627,210.7864,43.9028,211.3969,-2.8453,-3.251,203.96
2021-02-19 15:00:00,224.7502,211.8802,199.0102,211.2571,47.4498,211.8802,-2.74,-3.3525,210.265
2021-02-19 14:00:00,225.7465,212.3014,198.8563,211.3256,46.8341,212.3014,-3.2079,-3.5056,209.33
2021-02-19 13:00:00,226.6863,212.757,198.8278,211.4632,46.3138,212.757,-3.6631,-3.58,208.53
2021-02-19 12:00:00,227.4571,213.2147,198.9723,211.6655,45.5148,213.2147,-4.1094,-3.5592,207.29
2021-02-19 11:00:00,228.19,213.7287,199.2674,211.9672,42.5594,213.7287,-4.4931,-3.4217,202.855
2021-02-19 10:00:00,228.5444,214.3685,200.1925,212.5957,38.6886,214.3685,-4.4658,-3.1539,197.515
2021-02-19 09:00:00,228.0207,215.139,202.2573,213.6357,43.3205,215.139,-3.8223,-2.8259,206.2799
2021-02-19 08:00:00,228.2401,215.6287,203.0172,214.143,43.1103,215.6287,-3.8379,-2.5767,206.0
2021-02-18 20:00:00,228.1255,216.0167,203.9078,214.7046,40.0536,216.0167,-3.7734,-2.2615,202.02
2021-02-18 19:00:00,228.0619,216.763,205.464,215.5794,40.0589,216.763,-3.231,-1.8835,202.03
2021-02-18 18:00:00,228.6055,217.6988,206.7921,216.5138,41.8929,217.6988,-2.4927,-1.5466,205.5
2021-02-18 17:00:00,228.9049,218.4311,207.9573,217.2734,38.9741,218.4311,-1.8674,-1.3101,201.75
2021-02-18 16:00:00,228.3458,219.3058,210.2658,218.344,48.2909,219.3058,-0.6603,-1.1707,216.65
2021-02-18 15:00:00,228.6865,219.5505,210.4144,218.4608,52.0441,219.5505,-0.6271,-1.2984,221.3
2021-02-18 14:00:00,228.8076,219.6075,210.4073,218.265,51.3273,219.6075,-1.0491,-1.4662,220.3885
2021-02-18 13:00:00,229.0316,219.7178,210.4041,218.1186,49.6071,219.7178,-1.4796,-1.5704,218.235
2021-02-18 12:00:00,229.2751,219.8887,210.5023,218.1105,49.4346,219.8887,-1.7883,-1.5931,218.02
2021-02-18 11:00:00,229.4857,220.0576,210.6295,218.1168,44.1772,220.0576,-2.1344,-1.5444,211.9
2021-02-18 10:00:00,229.4024,220.4256,211.4488,218.5455,45.7552,220.4256,-1.922,-1.3968,214.0
2021-02-18 09:00:00,229.496,220.7589,212.0219,218.859,43.9107,220.7589,-1.8368,-1.2655,212.0
2021-02-18 08:00:00,229.1554,221.0446,212.9338,219.332,47.0004,221.0446,-1.4977,-1.1227,216.0
2021-02-17 18:00:00,229.0805,221.1251,213.1697,219.5618,48.6552,221.1251,-1.4503,-1.029,218.0
2021-02-17 17:00:00,229.0886,221.2162,213.3439,219.6695,46.8555,221.2162,-1.5724,-0.9237,216.01
2021-02-17 16:00:00,229.0419,221.2492,213.4566,219.9219,46.8465,221.2492,-1.5027,-0.7615,216.0
2021-02-17 15:00:00,228.9506,221.3322,213.7139,220.1924,47.7264,221.3322,-1.3909,-0.5762,217.12
2021-02-17 14:00:00,228.9555,221.3282,213.701,220.4043,48.2657,221.3282,-1.342,-0.3725,217.8092
2021-02-17 13:00:00,228.9837,221.3013,213.6189,220.5833,44.6928,221.3013,-1.3302,-0.1302,213.733
2021-02-17 12:00:00,228.7348,221.4178,214.1009,221.0557,43.9092,221.4178,-0.8808,0.1698,212.88
2021-02-17 11:00:00,228.2894,221.6187,214.9479,221.6195,48.2942,221.6187,-0.2075,0.4325,218.535
2021-02-17 10:00:00,228.288,221.7155,215.143,221.8323,48.2279,221.7155,0.079,0.5925,218.46
2021-02-17 09:00:00,228.291,221.7125,215.134,222.0648,52.0461,221.7125,0.4513,0.7209,222.9
2021-02-16 20:00:00,228.2524,221.6867,215.1209,222.0072,52.136,221.6867,0.4678,0.7883,223.0
2021-02-16 17:00:00,228.3007,221.7107,215.1207,221.9388,51.5374,221.7107,0.4718,0.8684,222.26
2021-02-16 16:00:00,228.3076,221.7157,215.1238,221.9166,51.9191,221.7157,0.5455,0.9675,222.71
2021-02-16 15:00:00,228.2382,221.645,215.0518,221.8619,51.4081,221.645,0.5857,1.073,222.049
2021-02-16 14:00:00,228.2054,221.61,215.0147,221.849,50.3123,221.61,0.6959,1.1949,220.63
2021-02-16 13:00:00,228.4115,221.428,214.4446,221.9331,50.5765,221.428,0.9709,1.3196,220.97
2021-02-16 12:00:00,228.3967,221.369,214.3414,221.9995,47.991,221.369,1.2731,1.4068,217.64
2021-02-16 11:00:00,228.3637,221.411,214.4584,222.3001,53.4896,221.411,1.9794,1.4402,224.4093
2021-02-16 10:00:00,228.1415,221.2561,214.3707,222.1547,58.9866,221.2561,2.1628,1.3055,230.105
2021-02-16 09:00:00,227.0482,220.986,214.9237,221.6064,57.0109,220.986,1.7856,1.0911,227.47
2021-02-16 08:00:00,226.3969,220.81,215.223,221.202,57.5396,220.81,1.5464,0.9175,227.99
2021-02-12 20:00:00,225.7133,220.6697,215.626,220.7339,54.3944,220.6697,1.1657,0.7603,223.99
2021-02-12 19:00:00,225.6152,220.64,215.6648,220.5093,53.58,220.64,1.0701,0.6589,223.01
2021-02-12 17:00:00,225.5192,220.4293,215.3395,220.3368,54.2392,220.4293,1.0323,0.5561,223.7
2021-02-12 16:00:00,225.4248,220.4003,215.3758,220.1049,53.9694,220.4003,0.8988,0.4371,223.36
2021-02-12 15:00:00,225.3861,220.3883,215.3905,219.8804,53.7586,220.3883,0.7499,0.3216,223.0879
2021-02-12 14:00:00,225.1893,220.2931,215.3968,219.6592,53.647,220.2931,0.5767,0.2146,222.94
2021-02-12 13:00:00,224.9993,220.2027,215.4062,219.4329,54.5591,220.2027,0.3622,0.124,224.0
2021-02-12 12:00:00,224.6368,220.0361,215.4354,219.118,52.0068,220.0361,-0.0247,0.0645,220.57
2021-02-12 11:00:00,224.6206,220.0237,215.4269,219.0178,50.3118,220.0237,-0.1689,0.0868,218.415
2021-02-12 10:00:00,224.6183,220.0482,215.4782,219.0594,52.2306,220.0482,-0.1311,0.1507,220.734
2021-02-12 09:00:00,224.5716,220.0024,215.4332,218.9439,49.2159,220.0024,-0.3171,0.2211,217.0
2021-02-12 08:00:00,224.5442,220.1125,215.6809,219.078,50.4439,220.1125,-0.1697,0.3557,218.49
2021-02-11 19:00:00,224.541,220.1392,215.7374,219.1185,49.2191,220.1392,-0.1307,0.487,217.0
2021-02-11 17:00:00,224.5136,220.1559,215.7982,219.2646,49.2191,220.1559,0.0726,0.6415,217.0
2021-02-11 16:00:00,224.467,220.2695,216.0721,219.4208,49.3952,220.2695,0.331,0.7837,217.23
2021-02-11 15:00:00,224.5618,220.2299,215.898,219.5719,50.6715,220.2299,0.6326,0.8968,218.905
2021-02-11 14:00:00,226.3063,219.8257,213.3451,219.6179,52.6621,219.8257,0.8379,0.9629,221.44
2021-02-11 13:00:00,227.0092,219.3947,211.7803,219.4923,50.3801,219.3947,0.8295,0.9942,218.37
2021-02-11 12:00:00,227.5592,219.0824,210.6056,219.5696,53.4253,219.0824,1.1194,1.0353,222.125
2021-02-11 11:00:00,227.8387,218.6265,209.4144,219.3934,54.785,218.6265,1.0907,1.0143,223.72
2021-02-11 10:00:00,227.822,218.1175,208.413,219.095,53.8525,218.1175,0.8759,0.9952,222.41
2021-02-11 09:00:00,227.814,217.6532,207.4924,218.8664,52.538,217.6532,0.7223,1.025,220.59
2021-02-11 08:00:00,227.9118,217.2295,206.5473,218.7475,52.8659,217.2295,0.7011,1.1007,221.0
2021-02-10 19:00:00,227.9272,216.7749,205.6225,218.5922,48.4423,216.7749,0.6221,1.2006,215.17
2021-02-10 18:00:00,227.9383,216.6715,205.4047,218.8282,51.6835,216.6715,1.1059,1.3452,219.2
2021-02-10 17:00:00,227.7792,216.4315,205.0838,218.8026,51.4497,216.4315,1.2969,1.4051,218.9
2021-02-10 16:00:00,227.6187,216.2025,204.7863,218.7959,52.1489,216.2025,1.5523,1.4321,219.76
2021-02-10 15:00:00,227.3893,216.0428,204.6963,218.7294,53.9981,216.0428,1.7683,1.402,222.0021
2021-02-10 14:00:00,226.9402,215.8068,204.6733,218.5037,54.1537,215.8068,1.7899,1.3105,222.19
2021-02-10 13:00:00,226.6258,215.6904,204.755,218.2494,55.4615,215.6904,1.7723,1.1906,223.781
2021-02-10 12:00:00,227.6059,215.8911,204.1762,217.8679,55.012,215.8911,1.562,1.0452,223.1
2021-02-10 11:00:00,228.6366,216.1211,203.6055,217.5071,50.4624,216.1211,1.3403,0.916,216.69
2021-02-10 10:00:00,229.3132,216.3981,203.4829,217.5635,55.6759,216.3981,1.6905,0.81,222.83
2021-02-10 09:00:00,229.6769,216.5037,203.3305,217.2003,55.8303,216.5037,1.4876,0.5898,223.0
2021-02-10 08:00:00,230.0557,216.6141,203.1724,216.8003,53.8131,216.6141,1.1898,0.3654,220.23
2021-02-10 05:00:00,230.442,216.7581,203.0741,216.5637,53.8131,216.7581,1.0744,0.1593,220.23
2021-02-09 18:00:00,231.0864,216.9787,202.871,216.3109,52.921,216.9787,0.9115,-0.0695,219.0
2021-02-09 17:00:00,231.5299,217.1682,202.8066,216.1254,53.9029,217.1682,0.8156,-0.3148,220.2
2021-02-09 16:00:00,232.091,217.3782,202.6654,215.8444,53.1679,217.3782,0.559,-0.5974,219.15
2021-02-09 15:00:00,232.1367,217.4069,202.6771,215.6165,53.3323,217.4069,0.3304,-0.8865,219.36
2021-02-09 14:00:00,232.3114,217.4992,202.6871,215.3583,54.0582,217.4992,0.0124,-1.1907,220.3034
2021-02-09 13:00:00,232.6327,217.6391,202.6455,215.0172,53.3996,217.6391,-0.4898,-1.4915,219.29
2021-02-09 12:00:00,232.7942,217.7294,202.6647,214.7226,52.2303,217.7294,-1.0204,-1.7419,217.5
2021-02-09 11:00:00,233.05,217.8928,202.7355,214.531,54.3744,217.8928,-1.5005,-1.9223,220.41
2021-02-09 10:00:00,233.1489,217.9458,202.7426,214.1256,51.4832,217.9458,-2.3878,-2.0278,216.04
2021-02-09 09:00:00,233.454,218.1708,202.8875,213.9936,44.2465,218.1708,-3.0407,-1.9377,206.78
2021-02-09 08:00:00,233.5064,218.7218,203.9372,214.491,45.4714,218.7218,-2.8869,-1.662,208.51
2021-02-09 07:00:00,233.5458,219.1958,204.8457,214.9035,45.8187,219.1958,-2.8248,-1.3558,209.0
2021-02-08 20:00:00,233.5388,219.6518,205.7647,215.3107,45.3659,219.6518,-2.7542,-0.9886,208.4499
2021-02-08 19:00:00,233.4349,220.1401,206.8453,215.7838,45.3659,220.1401,-2.5682,-0.5471,208.4499
2021-02-08 18:00:00,233.0554,220.4231,207.7908,216.2896,45.3853,220.4231,-2.2934,-0.0419,208.48
2021-02-08 17:00:00,232.6592,220.6331,208.6071,216.8282,44.9316,220.6331,-1.9123,0.521,207.88
2021-02-08 16:00:00,232.729,220.6121,208.4952,217.4453,44.5457,220.6121,-1.337,1.1293,207.36
2021-02-08 15:00:00,232.5764,220.6601,208.7438,218.1409,47.4576,220.6601,-0.5303,1.7459,212.07
2021-02-08 14:00:00,232.8348,220.5508,208.2667,218.5595,47.4071,220.5508,0.0275,2.3149,211.9984
2021-02-08 13:00:00,233.0748,220.4438,207.8128,219.012,47.4265,220.4438,0.7463,2.8868,212.03
2021-02-08 12:00:00,233.4806,220.2728,207.0651,219.4936,49.244,220.2728,1.6497,3.4219,214.97
2021-02-08 11:00:00,233.7669,220.0735,206.3801,219.8055,49.212,220.0735,2.4794,3.865,214.92
2021-02-08 10:00:00,234.2407,219.7862,205.3317,220.1425,51.5887,219.7862,3.5075,4.2113,218.7
2021-02-08 09:00:00,234.4573,219.4455,204.4337,220.2419,59.7845,219.4455,4.3838,4.3873,229.8
2021-02-08 05:00:00,233.9049,218.6522,203.3994,219.5828,59.9504,218.6522,4.3083,4.3882,230.0
2021-02-05 20:00:00,233.7768,217.6329,201.489,218.8643,57.0718,217.6329,4.1289,4.4081,225.0
2021-02-05 17:00:00,233.7753,216.8402,199.9052,218.4412,57.876,216.8402,4.349,4.4779,226.0
2021-02-05 16:00:00,233.7337,215.9226,198.1115,217.9199,58.1215,215.9226,4.4648,4.5102,226.31
2021-02-05 15:00:00,233.6537,214.9161,196.1786,217.3412,57.1236,214.9161,4.5162,4.5215,224.55
2021-02-05 14:00:00,233.5798,213.9461,194.3125,216.8441,58.8965,213.9461,4.6952,4.5229,226.85
2021-02-05 13:00:00,233.0087,212.9008,192.7929,216.154,57.7019,212.9008,4.6212,4.4798,224.685
2021-02-05 12:00:00,232.5965,211.878,191.1594,215.5657,59.0937,211.878,4.68,4.4444,226.5
2021-02-05 11:00:00,231.6684,210.828,189.9875,214.8116,55.3731,210.828,4.5022,4.3855,220.01
2021-02-05 10:00:00,231.4141,209.9336,188.4532,214.4531,57.0105,209.9336,4.8706,4.3564,222.13
2021-02-05 09:00:00,230.7803,208.963,187.1457,213.9236,58.8923,208.963,5.054,4.2278,224.5
2021-02-04 20:00:00,229.5252,208.0098,186.4945,213.1942,57.4605,208.0098,4.9734,4.0212,222.0
2021-02-04 19:00:00,228.4101,207.1601,185.9102,212.5869,57.7717,207.1601,5.0526,3.7832,222.4
2021-02-04 17:00:00,227.0655,206.3418,185.6182,211.9102,57.5494,206.3418,5.0395,3.4659,222.0
2021-02-04 16:00:00,225.6574,205.4968,185.3363,211.2143,58.1336,205.4968,4.9903,3.0725,222.79
2021-02-04 15:00:00,224.0278,204.5515,185.0751,210.416,58.5115,204.5515,4.7744,2.593,223.31
2021-02-04 14:00:00,222.0852,203.5958,185.1065,209.5268,58.2187,203.5958,4.3764,2.0477,222.73
2021-02-04 13:00:00,221.0733,203.3715,185.6697,208.6162,58.1941,203.3715,3.8639,1.4655,222.68
2021-02-04 12:00:00,219.594,203.0321,186.4703,207.6463,58.4735,203.0321,3.1586,0.8659,223.1
2021-02-04 11:00:00,217.8249,202.6538,187.4828,206.5805,55.4397,202.6538,2.1697,0.2927,216.94
2021-02-04 10:00:00,217.0266,202.4581,187.8897,205.8661,54.3082,202.4581,1.5032,-0.1766,214.78
2021-02-04 09:00:00,216.518,202.3278,188.1376,205.2513,50.0324,202.3278,0.8504,-0.5965,207.25
2021-02-04 08:00:00,216.9309,202.4681,188.0054,205.1135,50.9817,202.4681,0.7717,-0.9583,208.8
2021-02-03 20:00:00,217.6428,202.6705,187.6982,204.8592,50.9759,202.6705,0.5021,-1.3908,208.79
2021-02-03 19:00:00,218.2901,202.8638,187.4375,204.5881,50.9759,202.8638,0.1517,-1.864,208.79
2021-02-03 18:00:00,218.2381,202.8426,187.4472,204.2984,49.9294,202.8426,-0.2977,-2.3679,206.9
2021-02-03 17:00:00,218.0873,202.7553,187.4233,204.1189,51.0954,202.7553,-0.6746,-2.8855,208.99
2021-02-03 16:00:00,218.3327,202.839,187.3453,203.783,49.632,202.839,-1.3586,-3.4382,206.3
2021-02-03 15:00:00,219.9357,203.2956,186.6556,203.6094,50.8234,203.2956,-1.938,-3.9581,208.4801
2021-02-03 14:00:00,221.6108,203.7463,185.8818,203.2735,49.49,203.7463,-2.8712,-4.4631,206.0
2021-02-03 13:00:00,222.6917,204.1396,185.5876,203.0855,45.7166,204.1396,-3.7682,-4.8611,199.4225
2021-02-03 12:00:00,223.8503,204.7532,185.6562,203.3381,46.6367,204.7532,-4.1884,-5.1343,201.2195
2021-02-03 11:00:00,225.1247,205.3626,185.6005,203.4842,44.9994,205.3626,-4.8469,-5.3708,198.4699
2021-02-03 10:00:00,226.1832,206.0352,185.8873,203.83,43.5673,206.0352,-5.3369,-5.5018,196.1175
2021-02-03 09:00:00,226.3681,206.509,186.6499,204.3619,43.1614,206.509,-5.6451,-5.543,195.45
2021-02-03 08:00:00,226.6175,207.0803,187.5431,204.9765,43.1794,207.0803,-5.8885,-5.5175,195.49
2021-02-02 20:00:00,227.1513,207.7948,188.4384,205.6308,42.3135,207.7948,-6.1176,-5.4247,194.0
2021-02-02 18:00:00,227.8722,208.6835,189.4948,206.4329,42.736,208.6835,-6.1692,-5.2515,195.0
2021-02-02 17:00:00,228.7858,209.6193,190.4528,207.2214,41.7121,209.6193,-6.2473,-5.022,193.18
2021-02-02 16:00:00,229.3633,210.6157,191.868,208.1897,41.6178,210.6157,-6.0707,-4.7157,193.01
2021-02-02 15:00:00,229.3661,211.5153,193.6646,209.2366,42.7561,211.5153,-5.7397,-4.377,195.905
2021-02-02 14:00:00,229.2694,212.2518,195.2343,210.156,42.9936,212.2518,-5.5285,-4.0363,196.51
2021-02-02 13:00:00,229.074,212.9748,196.8757,211.0972,43.5112,212.9748,-5.2401,-3.6633,197.85
2021-02-02 12:00:00,228.8131,213.6432,198.4732,212.0108,42.9163,213.6432,-4.9323,-3.269,196.65
2021-02-02 11:00:00,228.0977,214.2882,200.4787,213.0701,41.8206,214.2882,-4.3454,-2.8532,194.43
2021-02-02 10:00:00,226.6882,215.0072,203.3262,214.3556,41.8941,215.0072,-3.3071,-2.4802,194.64
2021-02-02 09:00:00,224.6021,215.7005,206.7989,215.7153,50.6504,215.7005,-1.9552,-2.2735,216.0
2021-02-01 20:00:00,225.1855,215.9268,206.6682,215.6957,48.9607,215.9268,-2.376,-2.353,212.5
2021-02-01 18:00:00,225.74,216.2658,206.7917,215.9161,48.5961,216.2658,-2.5222,-2.3473,211.75
2021-02-01 17:00:00,226.2598,216.6408,207.0218,216.2034,48.2723,216.6408,-2.5957,-2.3036,211.07
2021-02-01 16:00:00,226.5541,216.9965,207.4389,216.5574,48.1795,216.9965,-2.5826,-2.2305,210.87
2021-02-01 15:00:00,227.9967,217.6352,207.2736,216.9497,48.4273,217.6352,-2.5079,-2.1425,211.46
2021-02-01 14:00:00,231.4249,218.5838,205.7428,217.3283,49.8601,218.5838,-2.4361,-2.0512,214.87
2021-02-01 13:00:00,233.2952,219.2545,205.2138,217.4978,49.742,219.2545,-2.6563,-1.955,214.59
2021-02-01 12:00:00,234.6305,219.8682,205.1058,217.6984,46.9688,219.8682,-2.8703,-1.7796,208.155
2021-02-01 11:00:00,234.5665,220.3963,206.2261,218.3565,45.2088,220.3963,-2.4463,-1.507,204.28
2021-02-01 10:00:00,235.2588,221.4283,207.5979,219.3273,48.0829,221.4283,-1.4751,-1.2721,211.5
2021-02-01 09:00:00,236.0711,222.145,208.2189,219.8671,51.833,222.145,-0.9492,-1.2214,220.0
2021-02-01 08:00:00,237.3227,222.6533,207.984,219.858,52.7691,222.6533,-1.1296,-1.2894,222.0
2021-01-29 19:00:00,238.4385,223.0943,207.7502,219.7102,50.9716,223.0943,-1.547,-1.3294,217.8
2021-01-29 18:00:00,239.701,223.7277,207.7543,219.842,50.985,223.7277,-1.6296,-1.275,217.83
2021-01-29 17:00:00,242.4627,224.6838,206.905,219.9807,51.7165,224.6838,-1.7145,-1.1863,219.5
2021-01-29 16:00:00,244.7982,225.5665,206.3348,220.0139,51.3732,225.5665,-1.9678,-1.0543,218.65
2021-01-29 15:00:00,248.0405,226.6969,205.3534,220.108,47.8665,226.6969,-2.176,-0.8259,210.33
2021-01-29 14:00:00,248.6394,227.6826,206.7258,220.7823,48.7904,227.6826,-1.563,-0.4883,212.59
2021-01-29 13:00:00,249.3491,228.6326,207.9161,221.3473,50.6014,228.6326,-0.988,-0.2197,216.925
2021-01-29 12:00:00,250.8077,228.0789,205.3502,221.6523,52.2156,228.0789,-0.681,-0.0276,220.66
2021-01-29 11:00:00,251.1924,227.7402,204.2881,221.7207,53.2779,227.7402,-0.6596,0.1358,223.075
2021-01-29 10:00:00,251.2833,227.5004,203.7175,221.6273,53.276,227.5004,-0.8686,0.3346,223.07
2021-01-29 09:00:00,251.5657,227.0981,202.6305,221.5278,52.1188,227.0981,-1.1221,0.6354,220.0
2021-01-29 08:00:00,251.6798,226.9081,202.1363,221.6332,51.3602,226.9081,-1.1169,1.0748,218.0
2021-01-28 20:00:00,251.9053,226.6747,201.4442,221.8837,51.4389,226.6747,-0.8903,1.6227,218.2
2021-01-28 19:00:00,251.9819,226.5514,201.1209,222.1378,51.3307,226.5514,-0.6085,2.251,217.9
2021-01-28 18:00:00,252.0494,226.4404,200.8314,222.4301,50.6573,226.4404,-0.2094,2.9659,216.0
2021-01-28 17:00:00,252.0485,226.4419,200.8354,222.8735,50.6573,226.4419,0.4964,3.7597,216.0
2021-01-28 16:00:00,252.2592,226.2437,200.2283,223.3475,50.4686,226.2437,1.3902,4.5755,215.44
2021-01-28 15:00:00,252.6787,225.9286,199.1785,223.8929,53.0429,225.9286,2.5677,5.3718,222.79
2021-01-28 14:00:00,253.221,225.2796,197.3382,223.969,53.005,225.2796,3.2849,6.0729,222.67
2021-01-28 13:00:00,253.1865,225.0482,196.91,224.0585,53.1188,225.0482,4.1647,6.7699,223.0
2021-01-28 12:00:00,253.5978,224.3874,195.1771,224.1315,52.7444,224.3874,5.1936,7.4212,221.74
2021-01-28 11:00:00,255.3167,223.2461,191.1755,224.2965,55.5665,223.2461,6.5595,7.9781,230.03
2021-01-28 10:00:00,256.0184,221.9084,187.7984,223.9011,59.2205,221.9084,7.3634,8.3327,239.92
