date,Middle BBand,Lower BBand,Upper BBand,EMA,RSI,SMA,MACD Signal,MACD,Closing Price
2021-02-22 20:00:00,169.6467,157.7489,181.5445,167.7111,33.4555,169.6467,-2.7221,-3.5524,160.35
2021-02-22 19:00:00,169.935,158.5439,181.3261,168.2188,33.8147,169.935,-2.5145,-3.5158,160.7
2021-02-22 18:00:00,170.2367,159.3727,181.1007,168.7373,33.3203,170.2367,-2.2641,-3.4537,160.45
2021-02-22 17:00:00,170.5714,160.3334,180.8093,169.3088,31.7431,170.5714,-1.9667,-3.2987,159.65
2021-02-22 16:00:00,170.9164,161.51,180.3227,169.975,30.9936,170.9164,-1.6337,-2.9714,159.27
2021-02-22 15:00:00,171.2867,162.927,179.6464,170.7132,35.935,171.2867,-1.2993,-2.4718,164.1929
2021-02-22 14:00:00,171.4659,163.501,179.4308,171.1629,34.8273,171.4659,-1.0062,-2.2993,163.65
2021-02-22 13:00:00,171.7359,164.3188,179.1531,171.6811,34.7268,171.7359,-0.6829,-1.9905,163.6
2021-02-22 12:00:00,171.9816,165.1974,178.7658,172.2384,34.7994,171.9816,-0.356,-1.5623,163.67
2021-02-22 11:00:00,172.2259,166.1676,178.2843,172.8293,35.6685,172.2259,-0.0545,-1.0001,164.5139
2021-02-22 10:00:00,172.4528,167.0977,177.8079,173.4028,37.6856,172.4528,0.1819,-0.354,166.385
2021-02-22 09:00:00,172.644,167.7822,177.5057,173.8867,46.6296,172.644,0.3159,0.2854,172.95
2021-02-22 08:00:00,172.659,167.7908,177.5272,173.9514,48.0571,172.659,0.3235,0.4288,173.8
2021-02-22 07:00:00,172.653,167.79,177.516,173.9618,48.3941,172.653,0.2972,0.5191,174.0
2021-02-22 06:00:00,172.687,167.7728,177.6011,173.9592,51.2054,172.687,0.2417,0.6065,175.62
2021-02-19 20:00:00,172.6163,167.8131,177.4195,173.8446,49.8137,172.6163,0.1506,0.5442,174.82
2021-02-19 19:00:00,172.589,167.8271,177.3508,173.7773,50.4571,172.589,0.0522,0.5382,175.19
2021-02-19 18:00:00,172.6156,167.7873,177.4439,173.6799,50.8173,172.6156,-0.0694,0.4851,175.4
2021-02-19 17:00:00,172.605,167.8,177.41,173.5613,50.5737,172.605,-0.208,0.3889,175.25
2021-02-19 16:00:00,172.6166,167.7844,177.4489,173.4448,49.3781,172.6166,-0.3572,0.2758,174.51
2021-02-19 15:00:00,172.6596,167.7386,177.5807,173.3714,49.5189,172.6596,-0.5155,0.2026,174.6
2021-02-19 14:00:00,172.7313,167.6397,177.8229,173.2866,48.9402,172.7313,-0.695,0.0972,174.23
2021-02-19 13:00:00,172.696,167.6318,177.7601,173.2216,48.4288,172.696,-0.893,-0.0011,173.8989
2021-02-19 12:00:00,172.704,167.6314,177.7766,173.1749,53.6379,172.704,-1.116,-0.0929,177.22
2021-02-19 11:00:00,172.6088,167.7774,177.4403,172.8959,53.0946,172.6088,-1.3718,-0.5468,176.85
2021-02-19 10:00:00,172.5145,167.9129,177.1161,172.6232,48.1929,172.5145,-1.578,-1.0806,173.76
2021-02-19 09:00:00,172.5632,167.8797,177.2466,172.5448,44.1388,172.5632,-1.7024,-1.4315,171.54
2021-02-19 08:00:00,172.7578,167.7843,177.7314,172.6141,44.1197,172.7578,-1.7701,-1.6325,171.53
2021-02-19 07:00:00,172.9235,167.7958,178.0511,172.6889,40.721,172.9235,-1.8045,-1.8644,169.79
2021-02-19 06:00:00,173.2072,167.8671,178.5472,172.8888,36.9275,173.2072,-1.7896,-1.956,168.01
2021-02-19 05:00:00,173.4935,168.3826,178.6044,173.2253,38.2433,173.4935,-1.748,-1.8633,169.0
2021-02-18 20:00:00,173.6862,168.8383,178.534,173.5166,39.268,173.6862,-1.7191,-1.8186,169.75
2021-02-18 19:00:00,173.8778,169.2165,178.5391,173.7764,40.2978,173.8778,-1.6943,-1.8115,170.49
2021-02-18 18:00:00,174.1348,169.3994,178.8702,174.0031,39.2785,174.1348,-1.6649,-1.8515,170.0
2021-02-18 17:00:00,174.4082,169.7125,179.1038,174.2791,39.7877,174.4082,-1.6183,-1.8256,170.38
2021-02-18 16:00:00,174.6822,169.9994,179.3649,174.548,38.1351,174.6822,-1.5665,-1.8048,169.57
2021-02-18 15:00:00,174.9795,170.5048,179.4542,174.8914,41.0676,174.9795,-1.5069,-1.6694,171.75
2021-02-18 14:00:00,175.2077,170.7169,179.6984,175.108,39.4574,175.2077,-1.4663,-1.6944,170.97
2021-02-18 13:00:00,175.4733,171.0747,179.8719,175.3934,39.4975,175.4733,-1.4093,-1.6222,171.0
2021-02-18 12:00:00,175.6883,171.5633,179.8133,175.6964,39.916,175.6883,-1.3561,-1.5094,171.32
2021-02-18 11:00:00,175.914,172.0362,179.7917,175.9982,40.9651,175.914,-1.3177,-1.3762,172.12
2021-02-18 10:00:00,176.0557,172.4411,179.6702,176.2657,42.7009,176.0557,-1.3031,-1.2676,173.4
2021-02-18 09:00:00,176.2623,172.5706,179.9541,176.4633,43.0036,176.2623,-1.312,-1.2408,173.62
2021-02-18 08:00:00,176.482,172.6632,180.3007,176.6594,44.9647,176.482,-1.3298,-1.211,175.02
2021-02-18 07:00:00,176.743,172.3348,181.1512,176.7724,42.1983,176.743,-1.3595,-1.2979,173.5
2021-02-18 06:00:00,177.0597,172.2796,181.8397,176.9981,42.8837,177.0597,-1.3749,-1.2351,174.0
2021-02-17 20:00:00,177.3263,172.3694,182.2832,177.2049,45.7423,177.3263,-1.4098,-1.188,175.99
2021-02-17 19:00:00,177.5267,172.3224,182.7309,177.2887,44.095,177.5267,-1.4653,-1.3132,175.08
2021-02-17 18:00:00,177.7587,172.3933,183.124,177.441,44.8471,177.7587,-1.5033,-1.3612,175.6
2021-02-17 17:00:00,177.999,172.4011,183.5969,177.568,45.1333,177.999,-1.5389,-1.4556,175.8
2021-02-17 16:00:00,178.2523,172.3936,184.1111,177.6899,46.4959,178.2523,-1.5597,-1.5753,176.75
2021-02-17 15:00:00,178.474,172.3617,184.5863,177.7547,39.8848,178.474,-1.5558,-1.8019,173.17
2021-02-17 14:00:00,178.8227,172.7673,184.8781,178.0709,41.2187,178.8227,-1.4943,-1.7004,174.14
2021-02-17 13:00:00,179.145,173.0915,185.1985,178.342,41.5302,179.145,-1.4427,-1.6449,174.365
2021-02-17 12:00:00,179.4495,173.4698,185.4292,178.6163,40.8679,179.4495,-1.3921,-1.5731,174.02
2021-02-17 11:00:00,179.7535,173.9853,185.5217,178.9333,42.486,179.7535,-1.3469,-1.4233,175.22
2021-02-17 10:00:00,179.9803,174.4113,185.5494,179.1893,45.6287,179.9803,-1.3278,-1.3337,177.3796
2021-02-17 09:00:00,180.0832,174.5967,185.5696,179.3141,43.9977,180.0832,-1.3263,-1.4198,176.5
2021-02-17 08:00:00,180.2092,174.8865,185.5319,179.5082,46.7733,180.2092,-1.303,-1.4195,178.3
2021-02-17 07:00:00,180.3352,175.0203,185.6501,179.5916,43.5204,180.3352,-1.2738,-1.5817,176.6
2021-02-17 06:00:00,180.6385,175.1743,186.1027,179.7979,39.7071,180.6385,-1.1969,-1.5926,174.78
2021-02-17 05:00:00,181.0115,175.6716,186.3514,180.1439,40.7594,181.0115,-1.0979,-1.3981,175.5
2021-02-16 20:00:00,181.2958,176.2604,186.3313,180.4642,45.0917,181.2958,-1.0229,-1.2028,178.2
2021-02-16 19:00:00,181.5085,176.4751,186.5419,180.6204,45.0917,181.5085,-0.9779,-1.2109,178.2
2021-02-16 18:00:00,181.7262,176.7192,186.7332,180.7873,45.7651,181.7262,-0.9197,-1.2037,178.6
2021-02-16 17:00:00,181.9678,176.8884,187.0473,180.9381,45.549,181.9678,-0.8487,-1.2176,178.49
2021-02-16 16:00:00,182.2118,177.1208,187.3028,181.107,45.7171,182.2118,-0.7565,-1.2066,178.595
2021-02-16 15:00:00,182.4547,177.382,187.5274,181.2802,46.2595,182.4547,-0.6439,-1.1856,178.94
2021-02-16 14:00:00,182.656,177.6787,187.6333,181.4416,43.459,182.656,-0.5085,-1.1767,177.45
2021-02-16 13:00:00,182.8557,178.2641,187.4472,181.7169,44.4202,182.8557,-0.3415,-0.9965,178.09
2021-02-16 12:00:00,183.0195,178.7828,187.2562,181.967,41.0323,183.0195,-0.1777,-0.8172,176.37
2021-02-16 11:00:00,183.2206,179.7646,186.6765,182.353,46.1375,183.2206,-0.0178,-0.4013,179.6
2021-02-16 10:00:00,183.2729,179.9949,186.5509,182.5429,47.2098,183.2729,0.078,-0.1936,180.21
2021-02-16 09:00:00,183.3602,180.2796,186.4408,182.7037,52.2947,183.3602,0.1459,0.0124,182.85
2021-02-16 08:00:00,183.3167,180.1723,186.4611,182.6937,52.6059,183.3167,0.1793,0.0062,183.0
2021-02-16 07:00:00,183.1962,179.7499,186.6425,182.6725,50.7158,183.1962,0.2226,-0.0171,182.0
2021-02-16 06:00:00,183.1076,179.4147,186.8005,182.7189,50.7158,183.1076,0.2825,0.0553,182.0
2021-02-16 05:00:00,183.0242,179.1279,186.9206,182.7685,50.7916,183.0242,0.3393,0.147,182.04
2021-02-12 20:00:00,182.9562,178.9247,186.9878,182.8187,52.2429,182.9562,0.3874,0.2577,182.81
2021-02-12 19:00:00,182.8722,178.7286,187.0159,182.8193,53.3726,182.8722,0.4198,0.3168,183.4001
2021-02-12 18:00:00,182.6789,178.1303,187.2275,182.7793,53.3725,182.6789,0.4455,0.3277,183.4
2021-02-12 17:00:00,182.4772,177.5534,187.401,182.7365,53.7962,182.4772,0.475,0.3367,183.63
2021-02-12 16:00:00,182.3346,177.3057,187.3634,182.6748,54.1212,182.3346,0.5095,0.32,183.81
2021-02-12 15:00:00,182.1742,177.0382,187.3102,182.5966,53.655,182.1742,0.5569,0.2756,183.5
2021-02-12 14:00:00,182.0356,176.8261,187.245,182.5343,53.1203,182.0356,0.6272,0.2466,183.14
2021-02-12 13:00:00,181.9037,176.6131,187.1943,182.4925,51.4428,181.9037,0.7224,0.2426,182.025
2021-02-12 12:00:00,181.8514,176.5356,187.1671,182.5247,48.9734,181.8514,0.8424,0.3474,180.465
2021-02-12 11:00:00,181.8801,176.5854,187.1748,182.6668,48.6742,181.8801,0.9661,0.6351,180.28
2021-02-12 10:00:00,181.9329,176.6716,187.1943,182.8314,51.5155,181.9329,1.0489,1.0118,182.08
2021-02-12 09:00:00,181.8571,176.5411,187.1731,182.8832,58.11,181.8571,1.0581,1.2946,185.7
2021-02-12 08:00:00,181.7653,176.6258,186.9048,182.6889,58.6513,181.7653,0.999,1.2682,185.97
2021-02-12 07:00:00,181.6229,176.7263,186.5195,182.4627,55.7909,181.6229,0.9317,1.1886,184.03
2021-02-12 06:00:00,181.5136,176.691,186.3363,182.3546,56.8691,181.5136,0.8675,1.2672,184.58
2021-02-12 05:00:00,181.4273,176.7364,186.1182,182.2011,57.1603,181.4273,0.7675,1.2931,184.73
2021-02-11 20:00:00,181.3363,176.8019,185.8707,182.0267,59.3541,181.3363,0.6362,1.292,185.85
2021-02-11 19:00:00,181.2319,176.9827,185.4812,181.763,59.3002,181.2319,0.4722,1.1578,185.81
2021-02-11 18:00:00,181.0713,177.1769,184.9657,181.4839,59.4336,181.0713,0.3008,0.9738,185.88
2021-02-11 17:00:00,180.9026,177.4417,184.3635,181.1807,58.2668,180.9026,0.1325,0.7177,184.98
2021-02-11 16:00:00,180.7483,177.6328,183.8638,180.9187,56.1821,180.7483,-0.0137,0.4719,183.44
2021-02-11 15:00:00,180.6136,177.6286,183.5986,180.7448,55.5776,180.6136,-0.1351,0.3082,183.006
2021-02-11 14:00:00,180.4941,177.6166,183.3716,180.5889,54.736,180.4941,-0.246,0.1389,182.4009
2021-02-11 13:00:00,180.384,177.5546,183.2135,180.4639,52.9845,180.384,-0.3422,-0.0176,181.17
2021-02-11 12:00:00,180.2763,177.3309,183.2217,180.4152,55.7994,180.2763,-0.4234,-0.0917,182.83
2021-02-11 11:00:00,180.192,177.4032,182.9807,180.2487,53.9694,180.192,-0.5063,-0.354,181.545
2021-02-11 10:00:00,180.1688,177.414,182.9236,180.1593,50.6496,180.1688,-0.5443,-0.5528,179.385
2021-02-11 09:00:00,180.268,177.4206,183.1154,180.2127,50.5778,180.268,-0.5422,-0.5786,179.34
2021-02-11 08:00:00,180.3233,177.4857,183.1609,180.2728,50.8319,180.3233,-0.5331,-0.5985,179.5
2021-02-11 07:00:00,180.5933,176.7553,184.4313,180.3261,51.6154,180.5933,-0.5167,-0.6315,180.0
2021-02-11 05:00:00,180.8426,176.2865,185.3987,180.3486,52.0653,180.8426,-0.488,-0.7154,180.29
2021-02-10 20:00:00,181.0463,176.0795,186.0131,180.3527,48.0011,181.0463,-0.4312,-0.8415,177.6
2021-02-10 19:00:00,181.3626,176.1133,186.612,180.5425,47.602,181.3626,-0.3286,-0.7164,177.35
2021-02-10 18:00:00,181.688,176.2667,187.1092,180.7627,50.6058,181.688,-0.2317,-0.5208,179.35
2021-02-10 17:00:00,181.893,176.3766,187.4093,180.8601,50.073,181.893,-0.1594,-0.4672,179.0001
2021-02-10 16:00:00,182.1256,176.5287,187.7225,180.9884,50.5854,182.1256,-0.0825,-0.3564,179.34
2021-02-10 15:00:00,182.341,176.6925,187.9894,181.1021,50.3603,182.341,-0.014,-0.2444,179.1842
2021-02-10 14:00:00,182.5555,176.914,188.197,181.2343,52.2363,182.5555,0.0436,-0.082,180.455
2021-02-10 13:00:00,182.7393,177.0247,188.454,181.2881,53.5597,182.7393,0.075,-0.003,181.327
2021-02-10 12:00:00,182.8278,177.1212,188.5345,181.2854,54.3814,182.8278,0.0945,0.0092,181.865
2021-02-10 11:00:00,182.9643,177.1612,188.7674,181.2454,51.635,182.9643,0.1159,-0.0302,179.805
2021-02-10 10:00:00,183.2178,177.3252,189.1105,181.3448,56.6613,183.2178,0.1524,0.1297,182.945
2021-02-10 09:00:00,183.3066,177.3531,189.2602,181.2344,54.9817,183.3066,0.1581,0.0122,181.7
2021-02-10 08:00:00,183.4203,177.4636,189.377,181.2023,53.6569,183.4203,0.1945,-0.0112,180.75
2021-02-10 07:00:00,183.5563,177.6637,189.4489,181.2335,55.7261,183.5563,0.246,0.0558,181.99
2021-02-10 06:00:00,183.42,177.2081,189.6318,181.1813,55.7428,183.42,0.2935,0.0143,182.0
2021-02-10 05:00:00,183.2783,176.7572,189.7994,181.1249,56.9345,183.2783,0.3633,-0.0399,182.72
2021-02-09 20:00:00,183.0516,176.0163,190.087,181.0149,54.6844,183.0516,0.4641,-0.1818,180.99
2021-02-09 19:00:00,182.8853,175.4389,190.3317,181.0166,54.4584,182.8853,0.6255,-0.1841,180.82
2021-02-09 18:00:00,182.7326,174.9432,190.5221,181.0301,53.8431,182.7326,0.8279,-0.1671,180.35
2021-02-09 17:00:00,182.561,174.3533,190.7686,181.077,52.5916,182.561,1.0767,-0.0951,179.4
2021-02-09 16:00:00,182.4213,173.8679,190.9747,181.1927,52.6207,182.4213,1.3696,0.0949,179.42
2021-02-09 15:00:00,182.274,173.3736,191.1743,181.3149,52.2126,182.274,1.6883,0.334,179.1
2021-02-09 14:00:00,182.1453,172.9582,191.3324,181.4677,50.7221,182.1453,2.0269,0.6669,177.9374
2021-02-09 13:00:00,182.0884,172.7774,191.3994,181.7112,54.0328,182.0884,2.3669,1.2005,180.3
2021-02-09 12:00:00,181.9274,172.3354,191.5193,181.8085,54.8383,181.9274,2.6584,1.6236,180.85
2021-02-09 11:00:00,181.7866,172.0131,191.56,181.8746,57.0972,181.7866,2.9172,2.0839,182.36
2021-02-09 10:00:00,181.6006,171.6668,191.5343,181.8411,55.5013,181.6006,3.1255,2.4874,181.0
2021-02-09 09:00:00,181.4106,171.2233,191.5978,181.8991,67.2336,181.4106,3.285,3.1047,187.6
2021-02-09 08:00:00,180.9732,170.7599,191.1865,181.506,67.1114,180.9732,3.3301,3.1754,187.48
2021-02-09 07:00:00,180.5319,170.3373,190.7266,181.094,66.0086,180.5319,3.3687,3.2317,186.4
2021-02-09 06:00:00,180.0286,169.5553,190.5019,180.728,67.4045,180.0286,3.403,3.3666,187.09
2021-02-09 05:00:00,179.4956,168.8873,190.1038,180.2893,67.4445,179.4956,3.4121,3.4194,187.11
2021-02-08 20:00:00,178.9619,168.3288,189.595,179.8189,65.8699,178.9619,3.4103,3.4351,185.5
2021-02-08 19:00:00,178.4786,167.7603,189.1969,179.4271,66.801,178.4786,3.404,3.5692,185.98
2021-02-08 18:00:00,178.0006,167.3846,188.6166,178.9752,66.63,178.0006,3.3628,3.6394,185.8
2021-02-08 17:00:00,177.5373,167.1117,187.9628,178.5045,66.463,177.5373,3.2936,3.6945,185.62
2021-02-08 16:00:00,177.1149,167.0117,187.2181,178.0137,67.0941,177.1149,3.1934,3.7293,185.97
2021-02-08 15:00:00,176.6826,167.0322,186.3329,177.465,65.2844,176.6826,3.0594,3.684,183.9822
2021-02-08 14:00:00,176.3148,166.9692,185.6605,177.0156,68.9305,176.3148,2.9033,3.7749,185.96
2021-02-08 13:00:00,175.8922,167.2059,184.5784,176.3987,71.7712,175.8922,2.6854,3.6346,187.41
2021-02-08 12:00:00,175.3798,167.7188,183.0409,175.6393,70.3022,175.3798,2.448,3.2551,185.6096
2021-02-08 11:00:00,174.9155,168.1552,181.6758,174.9517,69.8818,174.9155,2.2463,2.9066,185.11
2021-02-08 10:00:00,174.4952,168.8458,180.1446,174.2512,69.649,174.4952,2.0812,2.4705,184.83
2021-02-08 09:00:00,174.095,169.923,178.2671,173.5216,62.7635,174.095,1.9839,1.9064,177.9
2021-02-08 08:00:00,173.7774,169.368,178.1867,173.2196,62.5859,173.7774,2.0033,1.8642,177.75
2021-02-08 07:00:00,173.4334,168.7178,178.1489,172.9072,60.356,173.4334,2.038,1.7986,175.92
2021-02-08 06:00:00,173.1194,167.8823,178.3565,172.6994,60.5084,173.1194,2.0979,1.8749,176.0
2021-02-08 05:00:00,172.8064,167.1869,178.4258,172.4718,60.9547,172.8064,2.1536,1.937,176.24
2021-02-05 20:00:00,172.4487,166.3995,178.4979,172.2119,59.7098,172.4487,2.2078,1.9636,175.2
2021-02-05 19:00:00,172.1587,165.8369,178.4805,172.0058,59.7275,172.1587,2.2688,2.0749,175.21
2021-02-05 18:00:00,171.8964,165.4508,178.3419,171.7848,59.4837,171.8964,2.3173,2.1857,175.0
2021-02-05 17:00:00,171.5897,164.8934,178.286,171.5631,59.8842,171.5897,2.3502,2.3168,175.24
2021-02-05 16:00:00,171.277,164.4178,178.1363,171.3095,61.5365,171.277,2.3585,2.426,176.23
2021-02-05 15:00:00,170.926,164.0389,177.8132,170.9702,60.7325,170.926,2.3417,2.4292,175.47
2021-02-05 14:00:00,170.6274,163.7773,177.4774,170.6598,62.6566,170.6274,2.3198,2.4754,176.625
2021-02-05 13:00:00,170.2685,163.587,176.95,170.2485,62.9151,170.2685,2.2809,2.3808,176.78
2021-02-05 12:00:00,169.9402,163.6123,176.2682,169.798,61.4466,169.9402,2.2559,2.2096,175.3
2021-02-05 11:00:00,169.6202,163.4396,175.8009,169.4186,60.6112,169.6202,2.2675,2.1096,174.48
2021-02-05 10:00:00,169.2792,163.0798,175.4786,169.0695,60.3691,169.2792,2.307,2.0348,174.2408
2021-02-05 09:00:00,168.8737,162.4387,175.3088,168.7128,57.2453,168.8737,2.3751,1.934,171.3
2021-02-05 08:00:00,168.5579,161.7131,175.4027,168.5344,57.0226,168.5579,2.4853,2.0768,171.1
2021-02-05 07:00:00,168.279,161.1936,175.3644,168.3575,57.0226,168.279,2.5875,2.2491,171.1
2021-02-05 06:00:00,167.8223,159.8168,175.8278,168.1683,56.9178,167.8223,2.6721,2.4363,171.0
2021-02-05 05:00:00,167.3556,158.553,176.1583,167.9731,57.79,167.3556,2.731,2.6501,171.64
2021-02-04 20:00:00,166.8043,157.1167,176.4919,167.7202,58.1399,166.8043,2.7513,2.8192,171.9
2021-02-04 19:00:00,166.2676,156.0021,176.5332,167.4319,59.5473,166.2676,2.7343,2.9675,172.95
2021-02-04 18:00:00,165.723,155.2026,176.2433,167.0513,59.6137,165.723,2.676,3.0068,173.0
2021-02-04 17:00:00,165.1996,154.6175,175.7817,166.6411,59.5701,165.1996,2.5933,3.0081,172.95
2021-02-04 16:00:00,164.6663,154.0876,175.245,166.206,59.9833,164.6663,2.4896,2.971,173.28
2021-02-04 15:00:00,164.109,153.6431,174.5748,165.7181,58.9492,164.109,2.3693,2.847,172.04
2021-02-04 14:00:00,163.631,153.3494,173.9125,165.2821,58.6493,163.631,2.2498,2.7735,171.68
2021-02-04 13:00:00,163.1956,153.2126,173.1787,164.8409,59.6081,163.1956,2.1189,2.676,172.5
2021-02-04 12:00:00,162.6836,153.0941,172.2732,164.3127,59.9838,162.6836,1.9797,2.4292,172.825
2021-02-04 11:00:00,162.0741,152.8219,171.3264,163.7256,56.337,162.0741,1.8673,2.0457,168.37
2021-02-04 10:00:00,161.5468,151.9917,171.102,163.4053,55.5101,161.5468,1.8227,1.98,167.43
2021-02-04 09:00:00,161.0941,151.4109,170.7774,163.1278,54.6893,161.0941,1.7834,1.9631,166.5
2021-02-04 08:00:00,160.4816,149.9558,171.0075,162.8952,54.8049,160.4816,1.7385,2.0078,166.61
2021-02-04 07:00:00,159.864,148.694,171.0339,162.639,53.8622,159.864,1.6711,2.0243,165.51
2021-02-04 06:00:00,159.6413,148.6658,170.6168,162.441,54.8577,159.6413,1.5828,2.1279,166.5
2021-02-04 05:00:00,159.441,148.758,170.1239,162.1611,55.7021,159.441,1.4466,2.1285,167.34
